"X","Water.Temp.NRWQN","Turbidity..Form.Neph..NRWQN","Dis.Oxygen.Sat.NRWQN","pH.25DegC.NRWQN","NO3.NO2.as.N.NRWQN","P..Tot..NRWQN","Tot.Coliforms.NRWQN","E.Coli.NRWQN","Location"
"Timestamp (UTC+12:00)","Value (°C)","Value (FNU)","Value (%)","Value (pH)","Value (ppb)","Value (ppb)","Value (MPN/100ml)","Value (MPN/100ml)","AK1"
"2023-07-19 09:41:00","8.19999999999999","80.4","99.7","7.9","215","95","770","69","WA5"
"2023-08-23 09:42:00","5.39999999999998","30.5","100.1","7.9","163","42","816","24","WA5"
"2023-09-20 09:47:00","10.2","1.3","105.8","8.4","63","11","687","23","WA5"
"2023-10-18 08:15:00","11.8","1620","102.2","8","150","2070","24192","24192","WA5"
"2023-11-22 09:32:00","14","74.6","101","7.9","43","67","1300","105","WA5"
"2023-12-12 09:34:00","15.1","3.1","99.3","8.1","6","5","344","37","WA5"
"2019-01-09 12:15:00","23.4","1.8","144.2","8.8","18","10","1414","21","WA7"
"2019-02-12 12:15:00","21.1","0.98","104.7","8.2","2","12","1986","23","WA7"
"2019-03-06 12:15:00","19.2","1.2","111.7","8.2","78","16","1300","114","WA7"
"2019-04-02 12:15:00","17","1.3","100.8","8.1","1","19",NA,NA,"WA7"
"2019-05-08 12:15:00","11.9","0.95","120.9","8.3","9","11","206","35","WA7"
"2019-06-05 12:15:00","9.5","2.7","102.5","8.2","389","21","488","74","WA7"
"2019-07-02 12:15:00","6.69999999999999","3.4","99.8","8.9","649","32","727","40","WA7"
"2019-08-06 12:15:00","7.10000000000002","9.9","100.7","8.4","478","46","980","138","WA7"
"2019-09-03 12:15:00","10.8","1.9","110.6","8.2","487","21","387","39","WA7"
"2019-10-02 12:20:00","10.8","5.5","107.8","8.3","350","28","1553","308","WA7"
"2019-11-05 12:10:00","18.7","1.5","117.1","8.4","481","26","2419","50","WA7"
"2019-12-04 12:15:00","18.1","1.3","113.6","8.3","46","18","1733","82","WA7"
"2020-01-14 12:15:00","18.2","1.2","109.5","8.3","6","21","1986","173","WA7"
"2020-02-11 12:20:00","20.2","0.7","114.8","8.5","3","15","1553","88","WA7"
"2020-03-03 12:15:00","21.3","0.53","124.4","8.4","2","13","1553","38","WA7"
"2020-05-06 12:15:00","11.2","11.4","100","8.2","199","38","2419","437","WA7"
"2020-06-03 12:15:00","10.8","28.2","95.3","8.1","917","92","2419","980","WA7"
"2020-07-07 12:15:00","9.10000000000002","7.2","98.2","7.9","904","35","1986","60","WA7"
"2020-08-12 12:15:00","9.30000000000001","2.9","104.4","8.2","742","24","365","25","WA7"
"2020-09-02 12:10:00","10.5","13.4","104.7","8.3","410","32","2419","111","WA7"
"2020-10-06 12:15:00","14.6","5","106.1","8.3","655","31","2419","488","WA7"
"2020-11-03 11:15:00","16","1.1","135.4","8.7","97","15","1986","122","WA7"
"2020-12-02 12:15:00","13.8","33.8","99.6","8","447","90","2419","2419","WA7"
"2021-01-12 12:15:00","20.6","1.5","117.2","8.4","131","23","2419","127","WA7"
"2021-02-02 12:15:00","20.1","1.5","109.3","8.4","5","23","613","79","WA7"
"2021-03-02 12:15:00","20.4","1.4","107.7","8.4","3","37","1203","59","WA7"
"2021-04-07 12:15:00","15.3","1.8","101.3","8.4","1","20","548","65","WA7"
"2021-05-04 12:15:00","8.60000000000002","0.74","101.9","8.3","4","10","649","36","WA7"
"2021-06-02 12:15:00","8.19999999999999","2.3","109.3","8.3","145","16","1120","80","WA7"
"2021-07-14 12:15:00","6.10000000000002","4.9","98.6","8.1","748","37","1414","68","WA7"
"2021-08-04 12:20:00","12.6","0.97","109.2","8.4","466","17","461","28","WA7"
"2021-09-15 12:20:00","9.5","75.5","96.6","8.1","510","193","2419","2419","WA7"
"2021-10-13 11:50:00","11.2","62.2","96.2","8","425","174","2419","2419","WA7"
"2021-11-11 12:20:00","20.5","4.6","109.6","8.3","309","35","2419","153","WA7"
"2021-12-15 12:43:00","17.6","89.9","93.2","7.9","660","371","24192","5172","WA7"
"2022-01-26 12:15:00","21.9","0.87","108.2","8.3","13","18","1203","86","WA7"
"2022-02-16 11:55:00","17.3","19.6","96.1","7.9","670","66","2419","579","WA7"
"2022-03-15 12:15:00","17.3","0.83","104","8.3","17","13","1300","71","WA7"
"2022-04-20 12:20:00","16","1.2","107.7","8.3","577","18","980","66","WA7"
"2022-05-10 12:15:00","12.7","21","100.1","8.2","221","30","2419","1046","WA7"
"2022-06-15 12:00:00","9.80000000000001","183","96.6","8","825","208","5794","657","WA7"
"2022-07-20 12:15:00","9.30000000000001","11.9","97.5","8","1160","47","2419","79","WA7"
"2022-08-10 12:00:00","9.10000000000002","307","96.7","8.2","707","529","19863","3822","WA7"
"2022-09-14 12:35:00","10","118","95.9","7.9","563","224","2419","2419","WA7"
"2022-10-12 13:00:00","13.2","5","96.8","8","986","43","1986","127","WA7"
"2022-11-08 13:15:00","17.7","1.9","121.6","8.6","261","13","1733","78","WA7"
"2022-12-08 11:15:00","16.5","1.5","105.8","8.7","354","23","866","102","WA7"
"2023-01-18 12:15:00","18.9","19.4","96","8","737","53","2419","488","WA7"
"2023-03-15 12:30:00","16.4","3.5","107.1","8.3","429","21","2419","82","WA7"
"2023-05-10 12:15:00","14","24.2","96.6","8.6","528","210","2419","2419","WA7"
"2023-07-19 11:40:00","9.80000000000001","60.4","97","7.8","874","142","2419","140","WA7"
"2023-08-17 12:40:00","9","11.5","97.5","8.1","713","37","1733","84","WA7"
"2023-09-13 11:30:00","11.4","0.8","115.4","8.5","197","11","185","43","WA7"
"2023-10-25 11:35:00","15","6.2","99.9","8.2","460","34","2419","130","WA7"
"2023-11-22 12:00:00","16.4","54.5","98.7","8.1","367","90","2419","1553","WA7"
"2023-12-13 12:25:00","15.1","5.3","113.9","8.5","131","19","1733","649","WA7"
"2019-01-15 13:30:00","13.6","1.1","101.1","7.6","7","3","304","26","WN5"
"2019-02-04 13:35:00","20.5","0.33","105.2","7.8","10","3","2419","10","WN5"
"2019-03-13 12:42:00","14.5","4","100.5","7.6","20","13","1986","727","WN5"
"2019-04-16 11:45:00","10.9","0.43","103.2","7.8","7","1","548","15","WN5"
"2019-05-14 14:15:00","9.60000000000002","0.63","100.4","7.4","30","3","125","17","WN5"
"2019-06-11 14:40:00","8.80000000000001","1.2","100.2","7.5","42","2","210","16","WN5"
"2019-07-09 14:00:00","7.39999999999998","0.53","102.5","7.8","44","4","134","7","WN5"
"2019-08-13 13:20:00","7.60000000000002","3.3","101.1","7.3","80","7","249","6","WN5"
"2019-09-09 13:40:00","6.89999999999998","1","100.9","7.6","33","4","142","2","WN5"
"2019-10-08 13:55:00","11","0.69","100.8","7.7","53","4","166","1","WN5"
"2019-11-12 13:00:00","10.8","1.2","100.5","7.9","14","4","228","77","WN5"
"2019-12-10 13:50:00","14.8","0.54","102.2","7.9","10","4","197","19","WN5"
"2020-01-14 13:00:00","12.5","1.1","100.6","7.5","8","5","866","35","WN5"
"2020-02-03 11:00:00","19.2","0.29","102.2","7.7","6","3","1553","55","WN5"
"2020-03-16 13:55:00","17","0.25","107.4","7.9","23","3","816","3","WN5"
"2020-05-12 13:55:00","10","0.38","102.7","7.9","44","4","236","33","WN5"
"2020-06-09 11:30:00","8","0.42","101.8","7.6","85","5","172","20","WN5"
"2020-07-14 11:45:00","7.10000000000002","1.8","100.6","7.4","58","5","43","1","WN5"
"2020-08-19 13:10:00","6.69999999999999","1.9","102.4","7.7","34","3","122","7","WN5"
"2020-09-15 13:05:00","8.89999999999998","10.3","101.2","7.1","24","17","118","4","WN5"
"2020-10-28 12:25:00","9.19999999999999","2.8","99.9","7.3","20","5","199","7","WN5"
"2020-11-18 12:15:00","12.8","3.6","101","7.5","17","8","1203","131","WN5"
"2020-12-16 12:50:00","15.8","0.73","102.1","7.7","32","5","64","4","WN5"
"2021-01-20 13:15:00","11.2","20.9","100.4","7.4","14","19","488","261","WN5"
"2021-02-16 12:15:00","12.7","8.1","100","7.4","35","12","2419","613","WN5"
"2021-03-18 12:25:00","12.9","0.79","101.9","7.6","21","6","579","38","WN5"
"2021-04-14 13:15:00","11.7","1.6","101.4","7.7","15","5","261","28","WN5"
"2021-05-12 12:35:00","10.9","25.9","100.2","7.2","30","73","361","23","WN5"
"2021-06-17 11:00:00","9.10000000000002","46","101","7.1","40","9","411","83","WN5"
"2021-07-14 13:40:00","5.80000000000001","0.57","100.7","7.6","73","4","83","10","WN5"
"2021-09-08 13:54:00","6.60000000000002","50.2","100.7","7.7","19","56","365","5","WN5"
"2021-10-20 13:55:00","9.39999999999998","1.5","100.4","7.5","22","4","148","1","WN5"
"2021-11-17 12:06:00","11.6","11","101.3","7.4","16","18","144","33","WN5"
"2021-12-15 11:58:00","13.1","18.6","101.2","7.2","21","25","727","93","WN5"
"2022-01-19 11:04:00","19.9","0.26","101.8","7.8","4","4","488","11","WN5"
"2022-02-16 13:25:00","15.3","0.85","100.7","7.6","64","4","291","20","WN5"
"2022-03-16 13:10:00","14.3","0.28","102.6","7.8","6","3","248","17","WN5"
"2022-04-20 14:30:00","14.6","0.3","103.4","8","17","4","150","15","WN5"
"2022-05-18 13:45:00","11.4","1.4","100.8","7.6","23","5","161","2","WN5"
"2022-06-22 12:40:00","7.39999999999998","0.6","100.3","7.7","58","6","88","4","WN5"
"2022-07-20 12:50:00","9","1.2","100.4","7.5","43","5","63","2","WN5"
"2022-08-17 13:15:00","10.2","0.8","100.9","7.5","46","6","86","1","WN5"
"2022-09-21 14:10:00","10.3","0.6","101.2","7.7","29","4","63","3","WN5"
"2022-10-18 13:15:00","12.3","0.5","102.1","7.5","22","4","88","3","WN5"
"2022-11-15 13:15:00","15.7","0.3","102.3","7.6","5","2","194","4","WN5"
"2022-12-14 13:30:00","18.9","0.2","102.1","7.8","8","3","172","3","WN5"
"2023-01-18 13:15:00","17.1","0.4","102.6","7.7","21","4","326","26","WN5"
"2023-02-15 11:30:00","13.7","2.4","100.2","7.4","33","7","649","78","WN5"
"2023-03-15 13:00:00","12.8","0.7","100.4","7.7","33","7","248","31","WN5"
"2023-05-25 13:20:00","8.60000000000002","0.3","101.5","7.8","35","25","81","6","WN5"
"2023-07-19 13:40:00","8.60000000000002","0.4","100.6","7.7","45","6","96","1","WN5"
"2023-08-16 13:40:00","6.69999999999999","1.3","100.3","7.4","25","4","116","1","WN5"
"2023-09-13 14:15:00","9.39999999999998","0.5","100.6","7.8","31","4","345","1","WN5"
"2023-10-24 11:55:00","11.3","0.4","101.1","7.9","33","4","285","7","WN5"
"2023-11-22 12:25:00","11.9","0.9","101","7.8","21","5","205","14","WN5"
"2023-12-13 13:05:00","11.5","0.6","100.9","7.7","7","3","154","4","WN5"
